X,Y_Raw,Y_Scaled,,
-176.6,-0.621621774641903,0.189189112643745,0.999999999886415,-0.999999999886415
-176.5,-0.540314988606412,0.229842505666108,0.999999999886415,-0.999999999886415
-176.4,-0.453609553809155,0.273195223069661,0.999999999886415,-0.999999999886415
-176.3,-0.362371802293648,0.318814098832596,0.999999999886415,-0.999999999886415
-176.2,-0.267513351513789,0.366243324227913,0.999999999886415,-0.999999999886415
-176.1,-0.169981995753763,0.415009002113465,0.999999999886415,-0.999999999886415
-176,-0.070752236080742,0.464623881955611,0.999999999886415,-0.999999999886415
-175.9,0.029184456547618,0.514592228275466,0.999999999886415,-0.999999999886415
-175.8,0.128829547733252,0.564414773873943,0.999999999886415,-0.999999999886415
-175.7,0.227187416663295,0.61359370834455,0.999999999886415,-0.999999999886415
-175.6,0.323275304024242,0.661637652030481,0.999999999886415,-0.999999999886415
-175.5,0.416133131407988,0.708066565727627,0.999999999886415,-0.999999999886415
-175.4,0.50483309409803,0.752416547077686,0.999999999886415,-0.999999999886415
-175.3,0.588488931387479,0.794244465727161,0.999999999886415,-0.999999999886415
-175.2,0.666264781803083,0.83313239093938,0.999999999886415,-0.999999999886415
-175.1,0.737383534756767,0.868691767420261,0.999999999886415,-0.999999999886415
-175.000000000001,0.801134595177735,0.900567297634366,0.999999999886415,-0.999999999886415
-174.900000000001,0.856880983543595,0.928440491820462,0.999999999886415,-0.999999999886415
-174.800000000001,0.904065700369083,0.952032850235886,0.999999999886415,-0.999999999886415
-174.700000000001,0.942217291560873,0.971108645833948,0.999999999886415,-0.999999999886415
-174.600000000001,0.970954559031015,0.985477279570651,0.999999999886415,-0.999999999886415
-174.500000000001,0.989990369502226,0.994995184807337,0.999999999886415,-0.999999999886415
-174.400000000001,0.999134523448679,0.999567261781083,0.999999999886415,-0.999999999886415
-174.300000000001,0.998295655506799,0.999147827810095,0.999999999886415,-0.999999999886415
-174.200000000001,0.987482147367767,0.993741073739965,0.999999999886415,-0.999999999886415
-174.100000000001,0.966802044030437,0.983401022070126,0.999999999886415,-0.999999999886415
-174.000000000001,0.936461974251423,0.968230987178895,0.999999999886415,-0.999999999886415
-173.900000000001,0.896765085978862,0.94838254304036,0.999999999886415,-0.999999999886415
-173.800000000001,0.848108017398327,0.92405400874733,0.999999999886415,-0.999999999886415
-173.700000000001,0.790976933855204,0.895488466972523,0.999999999886415,-0.999999999886415
-173.600000000001,0.725942670251197,0.862971335166827,0.999999999886415,-0.999999999886415
-173.500000000001,0.653655027450785,0.826827513762515,0.999999999886415,-0.999999999886415
-173.400000000001,0.574836279685709,0.787418139875501,0.999999999886415,-0.999999999886415
-173.300000000001,0.490273957829626,0.745136978942657,0.999999999886415,-0.999999999886415
-173.200000000001,0.400812980649933,0.70040649034773,0.999999999886415,-0.999999999886415
-173.100000000001,0.307347212658743,0.653673606346827,0.999999999886415,-0.999999999886415
-173.000000000001,0.210810532914176,0.60540526646906,0.999999999886415,-0.999999999886415
-172.900000000001,0.112167504009401,0.556083752011071,0.999999999886415,-0.999999999886415
-172.800000000001,0.012403734482211,0.50620186724181,0.999999999886415,-0.999999999886415
-172.700000000001,-0.087483969059795,0.456258015465134,0.999999999886415,-0.999999999886415
-172.600000000001,-0.186497561701311,0.406751219138753,0.999999999886415,-0.999999999886415
-172.500000000001,-0.283647732354206,0.358176133806788,0.999999999886415,-0.999999999886415
-172.400000000001,-0.377963788626866,0.311018105665102,0.999999999886415,-0.999999999886415
-172.300000000001,-0.468503355661811,0.265748322142487,0.999999999886415,-0.999999999886415
-172.200000000001,-0.554361792033604,0.222819103951714,0.999999999886415,-0.999999999886415
-172.100000000001,-0.634681228627042,0.182659385650434,0.999999999886415,-0.999999999886415
-172.000000000001,-0.708659140181761,0.145670429868873,0.999999999886415,-0.999999999886415
-171.900000000001,-0.775556363859352,0.112221818026278,0.999999999886415,-0.999999999886415
-171.800000000001,-0.83470448471411,0.08264775759554,0.999999999886415,-0.999999999886415
-171.700000000001,-0.885512514274211,0.057243742812604,0.999999999886415,-0.999999999886415
-171.600000000001,-0.927472795503222,0.036263602195716,0.999999999886415,-0.999999999886415
-171.500000000001,-0.96016607514131,0.019916962374815,0.999999999886415,-0.999999999886415
-171.400000000001,-0.983265692745294,0.008367153571511,0.999999999886415,-0.999999999886415
-171.300000000001,-0.996540844571794,0.001729577657507,0.999999999886415,-0.999999999886415
-171.200000000001,-0.999858889691939,7.05550972458706E-05,0.999999999886415,-0.999999999886415
-171.100000000001,-0.993186675295691,0.003406662295749,0.999999999886415,-0.999999999886415
-171.000000000001,-0.976590867943761,0.011704565972656,0.999999999886415,-0.999999999886415
-170.900000000001,-0.950237287457357,0.024881356217355,0.999999999886415,-0.999999999886415
-170.800000000001,-0.914389250101365,0.042805374897387,0.999999999886415,-0.999999999886415
-170.700000000001,-0.869404937615261,0.065297531142994,0.999999999886415,-0.999999999886415
-170.600000000001,-0.81573381837957,0.092133090763887,0.999999999886415,-0.999999999886415
-170.500000000001,-0.753912156476382,0.123043921718993,0.999999999886415,-0.999999999886415
-170.400000000001,-0.684557653515929,0.157721173203158,0.999999999886415,-0.999999999886415
-170.300000000001,-0.608363276766201,0.195818361582349,0.999999999886415,-0.999999999886415
-170.200000000001,-0.526090335253189,0.236954832343527,0.999999999886415,-0.999999999886415
-170.100000000001,-0.438560873012672,0.280719563468757,0.999999999886415,-0.999999999886415
-170.000000000001,-0.346649455497963,0.326675272231331,0.999999999886415,-0.999999999886415
-169.900000000001,-0.251274431210995,0.374362784380232,0.999999999886415,-0.999999999886415
-169.800000000001,-0.153388755867678,0.42330562205745,0.999999999886415,-0.999999999886415
-169.700000000001,-0.053970470779285,0.473014764607292,0.999999999886415,-0.999999999886415
-169.600000000001,0.045987069412868,0.522993534709046,0.999999999886415,-0.999999999886415
-169.500000000001,0.145485122008752,0.572742561012639,0.999999999886415,-0.999999999886415
-169.400000000001,0.243529535356512,0.621764767692087,0.999999999886415,-0.999999999886415
-169.300000000001,0.339140682087152,0.669570341062837,0.999999999886415,-0.999999999886415
-169.200000000001,0.431363247227383,0.715681623638189,0.999999999886415,-0.999999999886415
-169.100000000001,0.519275773391025,0.759637886725003,0.999999999886415,-0.999999999886415
-169.000000000001,0.60199986767672,0.800999933872549,0.999999999886415,-0.999999999886415
-168.900000000001,0.678708978279288,0.83935448917819,0.999999999886415,-0.999999999886415
-168.800000000001,0.748636653122251,0.874318326603643,0.999999999886415,-0.999999999886415
-168.700000000001,0.811084197993594,0.90554209904286,0.999999999886415,-0.999999999886415
-168.600000000001,0.865427657667375,0.932713828882837,0.999999999886415,-0.999999999886415
-168.500000000001,0.911124050258094,0.955562025180792,0.999999999886415,-0.999999999886415
-168.400000000001,0.947716792516195,0.973858396311921,0.999999999886415,-0.999999999886415
-168.300000000001,0.974840261857008,0.987420130983868,0.999999999886415,-0.999999999886415
-168.200000000001,0.992223449540694,0.996111724826698,0.999999999886415,-0.999999999886415
-168.100000000001,0.999692668502037,0.999846334307793,0.999999999886415,-0.999999999886415
-168.000000000001,0.997173288774169,0.998586644443717,0.999999999886415,-0.999999999886415
-167.900000000001,0.984690483166537,0.992345241639191,0.999999999886415,-0.999999999886415
-167.800000000001,0.962368975746503,0.981184487927907,0.999999999886415,-0.999999999886415
-167.700000000001,0.930431795637711,0.965215897871697,0.999999999886415,-0.999999999886415
-167.600000000001,0.889198048586761,0.94459902434388,0.999999999886415,-0.999999999886415
-167.500000000001,0.839079728564128,0.919539864329717,0.999999999886415,-0.999999999886415
-167.400000000001,0.780577601256566,0.890288800672614,0.999999999886415,-0.999999999886415
-167.300000000001,0.714276200581899,0.857138100331515,0.999999999886415,-0.999999999886415
-167.200000000001,0.640837988219339,0.820418994146064,0.999999999886415,-0.999999999886415
-167.100000000001,0.560996734511391,0.780498367287556,0.999999999886415,-0.999999999886415
-167.000000000001,0.475550186873049,0.737775093463532,0.999999999886415,-0.999999999886415
-166.900000000001,0.385352098963464,0.692676049503617,0.999999999886415,-0.999999999886415
-166.800000000001,0.291303700261505,0.645651850147296,0.999999999886415,-0.999999999886415
-166.700000000001,0.194344691278734,0.597172345650405,0.999999999886415,-0.999999999886415
-166.600000000001,0.095443854382521,0.547721927196681,0.999999999886415,-0.999999999886415
-166.500000000001,-0.004410625957111,0.497794687021194,0.999999999886415,-0.999999999886415
-166.400000000001,-0.104221036780167,0.447889481603998,0.999999999886415,-0.999999999886415
-166.300000000001,-0.202990105454609,0.398504947261167,0.999999999886415,-0.999999999886415
-166.200000000001,-0.299730964094958,0.350134517935499,0.999999999886415,-0.999999999886415
-166.100000000001,-0.393477010019954,0.303261494967677,0.999999999886415,-0.999999999886415
-166.000000000001,-0.483291563727037,0.258354218109034,0.999999999886415,-0.999999999886415
-165.900000000001,-0.568277227884312,0.21586138602557,0.999999999886415,-0.999999999886415
-165.800000000001,-0.647584853828022,0.176207573049211,0.999999999886415,-0.999999999886415
-165.700000000001,-0.720422025975399,0.139788986971386,0.999999999886415,-0.999999999886415
-165.600000000001,-0.786060979379092,0.106969510265812,0.999999999886415,-0.999999999886415
-165.500000000001,-0.843845871314042,0.078077064295055,0.999999999886415,-0.999999999886415
-165.400000000001,-0.893199334241183,0.053400332828681,0.999999999886415,-0.999999999886415
-165.300000000001,-0.933628244673033,0.033185877610461,0.999999999886415,-0.999999999886415
-165.200000000001,-0.964728650300576,0.017635674794923,0.999999999886415,-0.999999999886415
-165.100000000002,-0.986189806151207,0.006905096868389,0.999999999886415,-0.999999999886415
-165.000000000002,-0.997797279449791,0.001101360218437,0.999999999886415,-0.999999999886415
-164.900000000002,-0.999435092160043,0.000282453863218,0.999999999886415,-0.999999999886415
-164.800000000002,-0.991086879798751,0.004456560044338,0.999999999886415,-0.999999999886415
-164.700000000002,-0.972836054944276,0.013581972472612,0.999999999886415,-0.999999999886415
-164.600000000002,-0.944864973805645,0.027567513043517,0.999999999886415,-0.999999999886415
-164.500000000002,-0.907453114179595,0.046273442858666,0.999999999886415,-0.999999999886415
-164.400000000002,-0.860974283000773,0.069512858450717,0.999999999886415,-0.999999999886415
-164.300000000002,-0.805892881386468,0.097053559260997,0.999999999886415,-0.999999999886415
-164.200000000002,-0.742759264494119,0.128620367710757,0.999999999886415,-0.999999999886415
-164.100000000002,-0.672204242554515,0.163897878684566,0.999999999886415,-0.999999999886415
-164.000000000002,-0.594932778024488,0.202533610953968,0.999999999886415,-0.999999999886415
-163.900000000002,-0.511716941835095,0.244141529053391,0.999999999886415,-0.999999999886415
-163.800000000002,-0.423388199113995,0.288305900418957,0.999999999886415,-0.999999999886415
-163.700000000002,-0.33082910146088,0.334585449250771,0.999999999886415,-0.999999999886415
-163.600000000002,-0.23496446878353,0.382517765594891,0.999999999886415,-0.999999999886415
-163.500000000002,-0.136752148803022,0.431623925590722,0.999999999886415,-0.999999999886415
-163.400000000002,-0.037173446555925,0.481413276719926,0.999999999886415,-0.999999999886415
-163.300000000002,0.062776680481251,0.531388340244191,0.999999999886415,-0.999999999886415
-163.200000000002,0.162099563678242,0.581049781848327,0.999999999886415,-0.999999999886415
-163.100000000002,0.259802801617981,0.629901400823745,0.999999999886415,-0.999999999886415
-163.000000000002,0.354910175843341,0.677455087941827,0.999999999886415,-0.999999999886415
-162.900000000002,0.446471404909381,0.723235702480047,0.999999999886415,-0.999999999886415
-162.800000000002,0.533571639281392,0.766785819670999,0.999999999886415,-0.999999999886415
-162.700000000002,0.615340602209039,0.807670301139466,0.999999999886415,-0.999999999886415
-162.600000000002,0.690961285243973,0.845480642661228,0.999999999886415,-0.999999999886415
-162.500000000002,0.759678111518165,0.879839055802227,0.999999999886415,-0.999999999886415
-162.400000000002,0.820804485218287,0.910402242655759,0.999999999886415,-0.999999999886415
-162.300000000002,0.873729651823998,0.93686482596162,0.999999999886415,-0.999999999886415
-162.200000000002,0.917924800565309,0.958962400334785,0.999999999886415,-0.999999999886415
-162.100000000002,0.952948348124969,0.976474174116605,0.999999999886415,-0.999999999886415
-162.000000000002,0.97845035079301,0.989225175452074,0.999999999886415,-0.999999999886415
-161.900000000002,0.994176000988612,0.997088000550768,0.999999999886415,-0.999999999886415
-161.800000000002,0.999968173213231,0.999984086663406,0.999999999886415,-0.999999999886415
-161.700000000002,0.995768993996638,0.997884497054871,0.999999999886415,-0.999999999886415
-161.600000000002,0.981620420149498,0.990810210130498,0.999999999886415,-0.999999999886415
-161.500000000002,0.957663819544796,0.978831909826786,0.999999999886415,-0.999999999886415
-161.400000000002,0.924138558616775,0.962069279360872,0.999999999886415,-0.999999999886415
-161.300000000002,0.881379610690649,0.94068980539538,0.999999999886415,-0.999999999886415
-161.200000000002,0.829814209039867,0.91490710456706,0.999999999886415,-0.999999999886415
-161.100000000002,0.769957578112486,0.884978789099971,0.999999999886415,-0.999999999886415
-161.000000000002,0.702407785578726,0.851203892829255,0.999999999886415,-0.999999999886415
-160.900000000002,0.62783976663661,0.813919883353961,0.999999999886415,-0.999999999886415
-160.800000000002,0.546998580282495,0.773499290172313,0.999999999886415,-0.999999999886415
-160.700000000002,0.460691964927889,0.730345982490108,0.999999999886415,-0.999999999886415
-160.600000000002,0.369782267744267,0.684891133893134,0.999999999886415,-0.999999999886415
-160.500000000002,0.275177828375087,0.637588914203171,0.999999999886415,-0.999999999886415
-160.400000000002,0.177823903106479,0.588911951563338,0.999999999886415,-0.999999999886415
-160.300000000002,0.078693220178798,0.539346610093868,0.999999999886415,-0.999999999886415
-160.200000000002,-0.021223739392389,0.4893881303026,0.999999999886415,-0.999999999886415
-160.100000000002,-0.120928638375202,0.439535680805531,0.999999999886415,-0.999999999886415
-160.000000000002,-0.219425258377064,0.390287370799006,0.999999999886415,-0.999999999886415
-159.900000000002,-0.315729453729542,0.342135273117298,0.999999999886415,-0.999999999886415
-159.800000000002,-0.408878984746665,0.295560507603446,0.999999999886415,-0.999999999886415
-159.700000000002,-0.497943132105622,0.25102843391891,0.999999999886415,-0.999999999886415
-159.600000000002,-0.582031996286696,0.208984001823597,0.999999999886415,-0.999999999886415
-159.500000000002,-0.660305389155072,0.169847305384964,0.999999999886415,-0.999999999886415
-159.400000000002,-0.731981228842954,0.134009385536952,0.999999999886415,-0.999999999886415
-159.300000000002,-0.796343354053063,0.101828322928242,0.999999999886415,-0.999999999886415
-159.200000000002,-0.852748679705575,0.073625660098783,0.999999999886415,-0.999999999886415
-159.100000000002,-0.900633622431723,0.04968318873299,0.999999999886415,-0.999999999886415
-159.000000000002,-0.939519731712428,0.030240134090429,0.999999999886415,-0.999999999886415
-158.900000000002,-0.969018470397797,0.015490764746069,0.999999999886415,-0.999999999886415
-158.800000000002,-0.988835096841871,0.005582451522906,0.999999999886415,-0.999999999886415
-158.700000000002,-0.998771609863728,0.000614195011413,0.999999999886415,-0.999999999886415
-158.600000000002,-0.998728727109827,0.000635636388366,0.999999999886415,-0.999999999886415
-158.500000000002,-0.988706877050475,0.005646561418611,0.999999999886415,-0.999999999886415
-158.400000000002,-0.968806194698676,0.015596902595641,0.999999999886415,-0.999999999886415
-158.300000000002,-0.939225521094199,0.03038723939956,0.999999999886415,-0.999999999886415
-158.200000000002,-0.90026041654963,0.049869791674057,0.999999999886415,-0.999999999886415
-158.100000000002,-0.852300207509426,0.073849896196883,0.999999999886415,-0.999999999886415
-158.000000000002,-0.79582409652878,0.102087951690413,0.999999999886415,-0.999999999886415
-157.900000000002,-0.731396374240091,0.134301812838417,0.999999999886415,-0.999999999886415
-157.800000000002,-0.659660781147515,0.170169609388779,0.999999999886415,-0.999999999886415
-157.700000000002,-0.581334075584557,0.209332962174706,0.999999999886415,-0.999999999886415
-157.600000000002,-0.497198872101856,0.251400563920835,0.999999999886415,-0.999999999886415
-157.500000000002,-0.408095821841209,0.295952089056219,0.999999999886415,-0.999999999886415
-157.400000000002,-0.314915213027269,0.342542393468481,0.999999999886415,-0.999999999886415
-157.300000000002,-0.218588075501918,0.390705962236627,0.999999999886415,-0.999999999886415
-157.200000000002,-0.120076878181737,0.439961560902312,0.999999999886415,-0.999999999886415
-157.100000000002,-0.020365912386902,0.489817043805392,0.999999999886415,-0.999999999886415
-157.000000000002,0.079548542872427,0.539774271440731,0.999999999886415,-0.999999999886415
-156.900000000002,0.178668175386627,0.589334087703461,0.999999999886415,-0.999999999886415
-156.800000000002,0.276002614552211,0.63800130729178,0.999999999886415,-0.999999999886415
-156.700000000002,0.370579326827524,0.685289663434808,0.999999999886415,-0.999999999886415
-156.600000000002,0.46145333296639,0.730726666509402,0.999999999886415,-0.999999999886415
-156.500000000002,0.547716649938475,0.773858325000344,0.999999999886415,-0.999999999886415
-156.400000000002,0.628507363195429,0.814253681633409,0.999999999886415,-0.999999999886415
-156.300000000002,0.703018238636246,0.851509119358049,0.999999999886415,-0.999999999886415
-156.200000000002,0.770504788223545,0.885252394155531,0.999999999886415,-0.999999999886415
-156.100000000002,0.830292708661935,0.915146354378122,0.999999999886415,-0.999999999886415
-156.000000000002,0.881784618813655,0.940892309456906,0.999999999886415,-0.999999999886415
-155.900000000002,0.924466028533421,0.962233014319213,0.999999999886415,-0.999999999886415
-155.800000000002,0.957910479283936,0.97895523969637,0.999999999886415,-0.999999999886415
-155.700000000002,0.981783805168553,0.990891902640034,0.999999999886415,-0.999999999886415
-155.600000000002,0.995847471806505,0.997923735959809,0.999999999886415,-0.999999999886415
-155.500000000002,0.999960959689575,0.999980479901578,0.999999999886415,-0.999999999886415
-155.400000000002,0.994083168206575,0.997041584159744,0.999999999886415,-0.999999999886415
-155.300000000002,0.978272826307063,0.98913641320909,0.999999999886415,-0.999999999886415
-155.200000000002,0.952687905701104,0.976343952904657,0.999999999886415,-0.999999999886415
-155.100000000003,0.917584042458126,0.958792021281175,0.999999999886415,-0.999999999886415
-155.000000000003,0.873311982775866,0.936655991437531,0.999999999886415,-0.999999999886415
-154.900000000003,0.820314078440271,0.910157039266723,0.999999999886415,-0.999999999886415
-154.800000000003,0.759119866992685,0.879559933539455,0.999999999886415,-0.999999999886415
-154.700000000003,0.690340780765775,0.845170390422094,0.999999999886415,-0.999999999886415
-154.600000000003,0.614664037653799,0.807332018861808,0.999999999886415,-0.999999999886415
-154.500000000003,0.532845774658483,0.766422887359503,0.999999999886415,-0.999999999886415
-154.400000000003,0.445703492818176,0.722851746434401,0.999999999886415,-0.999999999886415
-154.300000000003,0.354107889007617,0.677053944523919,0.999999999886415,-0.999999999886415
-154.200000000003,0.2589741562226,0.629487078126008,0.999999999886415,-0.999999999886415
-154.100000000003,0.161252839274082,0.580626419646199,0.999999999886415,-0.999999999886415
-154.000000000003,0.061920337258667,0.53096016863285,0.999999999886415,-0.999999999886415
-153.900000000003,-0.038030852298522,0.480984573848579,0.999999999886415,-0.999999999886415
-153.800000000003,-0.137602050150873,0.431198974916749,0.999999999886415,-0.999999999886415
-153.700000000003,-0.235798373803306,0.382100813084955,0.999999999886415,-0.999999999886415
-153.600000000003,-0.331638678049277,0.334180660956527,0.999999999886415,-0.999999999886415
-153.500000000003,-0.424165358249352,0.287917320851235,0.999999999886415,-0.999999999886415
-153.400000000003,-0.512453918400226,0.243773040770784,0.999999999886415,-0.999999999886415
-153.300000000003,-0.595622208393166,0.20218889576959,0.999999999886415,-0.999999999886415
-153.200000000003,-0.672839238166392,0.163580380878592,0.999999999886415,-0.999999999886415
-153.100000000003,-0.743333480682942,0.128333259616313,0.999999999886415,-0.999999999886415
-153.000000000003,-0.806400580773889,0.096799709567258,0.999999999886415,-0.999999999886415
-152.900000000003,-0.861410392822337,0.06929480353991,0.999999999886415,-0.999999999886415
-152.800000000003,-0.907813276970123,0.046093361463382,0.999999999886415,-0.999999999886415
-152.700000000003,-0.945145590937597,0.027427204477524,0.999999999886415,-0.999999999886415
-152.600000000003,-0.973034322584012,0.013482838652733,0.999999999886415,-0.999999999886415
-152.500000000003,-0.991200816921561,0.004399591482927,0.999999999886415,-0.999999999886415
-152.400000000003,-0.999463560343859,0.000268219771308,0.999999999886415,-0.999999999886415
-152.300000000003,-0.997739994249931,0.00113000281837,0.999999999886415,-0.999999999886415
-152.200000000003,-0.986047339942452,0.006976329972774,0.999999999886415,-0.999999999886415
-152.100000000003,-0.964502426558184,0.017748786666131,0.999999999886415,-0.999999999886415
-152.000000000003,-0.933320523749862,0.033339738072064,0.999999999886415,-0.999999999886415
-151.900000000003,-0.892813190782992,0.053593404557799,0.999999999886415,-0.999999999886415
-151.800000000003,-0.843385163538612,0.078307418182796,0.999999999886415,-0.999999999886415
-151.700000000003,-0.785530310526225,0.107234844692275,0.999999999886415,-0.999999999886415
-151.600000000003,-0.719826698312859,0.14008665080269,0.999999999886415,-0.999999999886415
-151.500000000003,-0.646930815673023,0.176534592126748,0.999999999886415,-0.999999999886415
-151.400000000003,-0.567571014169878,0.216214492882827,0.999999999886415,-0.999999999886415
-151.300000000003,-0.482540230707207,0.258729884618992,0.999999999886415,-0.999999999886415
-151.200000000003,-0.39268806476588,0.303655967594758,0.999999999886415,-0.999999999886415
-151.100000000003,-0.29891228948683,0.350543855239609,0.999999999886415,-0.999999999886415
-151.000000000003,-0.202149881418493,0.398925059279273,0.999999999886415,-0.999999999886415
-150.900000000003,-0.103367658556889,0.448316170715685,0.999999999886415,-0.999999999886415
-150.800000000003,-0.00355262021979,0.498223689889903,0.999999999886415,-0.999999999886415
-150.700000000003,0.096297914724176,0.548148957367557,0.999999999886415,-0.999999999886415
-150.600000000003,0.195186272736106,0.597593136379138,0.999999999886415,-0.999999999886415
-150.500000000003,0.29212439403086,0.64606219703202,0.999999999886415,-0.999999999886415
-150.400000000003,0.386143704943944,0.693071852493902,0.999999999886415,-0.999999999886415
-150.300000000003,0.476304795599368,0.738152397826734,0.999999999886415,-0.999999999886415
-150.200000000003,0.561706806182595,0.780853403123198,0.999999999886415,-0.999999999886415
-150.100000000003,0.641496428034031,0.820748214053448,0.999999999886415,-0.999999999886415
-150.000000000003,0.714876429627058,0.857438214854129,0.999999999886415,-0.999999999886415
-149.900000000003,0.781113622242004,0.890556811165363,0.999999999886415,-0.999999999886415
-149.800000000003,0.839546185745343,0.919773092920351,0.999999999886415,-0.999999999886415
-149.700000000003,0.889590281277788,0.944795140689416,0.999999999886415,-0.999999999886415
-149.600000000003,0.930745884779158,0.965372942442438,0.999999999886415,-0.999999999886415
-149.500000000003,0.962601783063499,0.981300891586418,0.999999999886415,-0.999999999886415
-149.400000000003,0.984839682525316,0.99241984131859,0.999999999886415,-0.999999999886415
-149.300000000003,0.997237389424056,0.998618694768664,0.999999999886415,-0.999999999886415
-149.200000000003,0.999671029970531,0.999835515042039,0.999999999886415,-0.999999999886415
-149.100000000003,0.992116288032849,0.996058144072769,0.999999999886415,-0.999999999886415
-149.000000000003,0.974648648095188,0.987324324102947,0.999999999886415,-0.999999999886415
-148.900000000003,0.947442641041769,0.973721320574692,0.999999999886415,-0.999999999886415
-148.800000000003,0.91077010030196,0.955385050202705,0.999999999886415,-0.999999999886415
-148.700000000003,0.864997445780504,0.932498722939377,0.999999999886415,-0.999999999886415
-148.600000000003,0.810582022710966,0.905291011401518,0.999999999886415,-0.999999999886415
-148.500000000003,0.74806753201328,0.874033766049125,0.999999999886415,-0.999999999886415
-148.400000000003,0.678078597813968,0.839039298945494,0.999999999886415,-0.999999999886415
-148.300000000003,0.601314526408284,0.800657263238292,0.999999999886415,-0.999999999886415
-148.200000000003,0.518542319022884,0.759271159540891,0.999999999886415,-0.999999999886415
-148.100000000003,0.430589008193135,0.715294504121022,0.999999999886415,-0.999999999886415
-148.000000000003,0.338333394327299,0.669166697182864,0.999999999886415,-0.999999999886415
-147.900000000003,0.242697265023496,0.621348632525531,0.999999999886415,-0.999999999886415
-147.800000000003,0.144636184872628,0.572318092444528,0.999999999886415,-0.999999999886415
-147.700000000003,0.045129947772879,0.522564973889002,0.999999999886415,-0.999999999886415
-147.600000000003,-0.054827212847039,0.472586393573367,0.999999999886415,-0.999999999886415
-147.500000000003,-0.154236558079657,0.422881720951412,0.999999999886415,-0.999999999886415
-147.400000000003,-0.252104822607743,0.373947588681811,0.999999999886415,-0.999999999886415
-147.300000000003,-0.347454139083135,0.3262729304387,0.999999999886415,-0.999999999886415
-147.200000000003,-0.439331808653878,0.28033409564811,0.999999999886415,-0.999999999886415
-147.100000000003,-0.526819820016339,0.236590089961911,0.999999999886415,-0.999999999886415
-147.000000000003,-0.609044021880677,0.195477989025072,0.999999999886415,-0.999999999886415
-146.900000000003,-0.685182857201572,0.157408571360301,0.999999999886415,-0.999999999886415
-146.800000000003,-0.754475571904649,0.122762214004827,0.999999999886415,-0.999999999886415
-146.700000000003,-0.816229816089705,0.091885091908792,0.999999999886415,-0.999999999886415
-146.600000000003,-0.869828561762117,0.065085719069542,0.999999999886415,-0.999999999886415
-146.500000000003,-0.914736267972499,0.042631865961801,0.999999999886415,-0.999999999886415
-146.400000000003,-0.950504231764909,0.024747884063564,0.999999999886415,-0.999999999886415
-146.300000000003,-0.976775071468451,0.011612464210301,0.999999999886415,-0.999999999886415
-146.200000000003,-0.993286297536792,0.003356851175193,0.999999999886415,-0.999999999886415
-146.100000000003,-0.999872935256943,6.35323147431531E-05,0.999999999886415,-0.999999999886415
